Dept,ClassNum,SectionNum,Units,StartTime,EndTime,Days,SeatsTaken,SeatsTotal,Professor,ClassCode,ClassMode,Desc
HIST,173,80,4,TBA,,TBA,18,25,R Chopra,47070,Online Only - TBA Mtg Pat,New World Encount
SCI,001,02,1.5,1200,1315,TR,27,25,K Singmaster,45814,In Person,Acadmc Excel Wkshp
MUSC,060O,01,1,0830,1020,F,8,15,T Hornig,41546,In Person,TromboneEns
CS,046B,01,4,1500,1615,MW,174,180,P Heller,47384,In Person,Intro to Data Strc
PHIL,061,04,3,1500,1615,MW,49,50,A Delunas,41050,In Person,Moral Issues
BIOL,180,15,1,TBA,,TBA,0,15,,41458,In Person,Indiv Studies
CS,149,02,3,1630,1745,MW,72,75,K Li,47229,In Person,Operating Systems
RTVF,110,05,3,1330,1445,MW,40,40,C Burrows,49030,In Person,Media and Culture
PHIL,012,02,3,1330,1445,MW,37,40,D Williamson,42727,In Person,Phil of the Person
MUSC,146A,01,2,1530,1720,T,7,20,F Levy,50144,In Person,Pedagogy Piano
COMM,180,02,2,TBA,,TBA,0,3,,41380,In Person,Individual Study
COMM,010,99,3,TBA,,TBA,26,27,D Morella-Pozzi,45965,Online Only - TBA Mtg Pat,Comm and Relations
SPAN,001A,06,4,1530,1710,MW,30,30,R Rodriguez,44251,In Person,Elem Spanish
ANTH,160,02,3,1630,1745,MW,39,40,M Meniketti,41156,In Person,Recon Lost Civs
ART,108,01,3,1800,1915,MW,12,30,J Morgan,47463,In Person,Intro Game Studies
BUS4,091L,04,1,1930,2045,M,43,45,U Andra,44871,In Person,Comp Tools for Bus
SCI,002,21,0,1400,1550,F,13,20,S Lilienthal,50466,In Person,Success in Science
NUFS,260,01,3,1800,2045,T,6,18,C Haas,48769,In Person,Mltidis Hlth Promo
PKG,180,02,2,TBA,,TBA,0,10,F Yambrach,40825,In Person,Individual Studies
MS,113,01,4,TBA,,TBA,0,25,S Hamilton,48407,In Person,Marine Ichthyology
BIOL,205,01,4,0930,1020,TR,20,15,L Khatib,41766,In Person,Adv Molec Tech
BUS4,119A,01,3,1200,1315,MW,47,45,R Sridar,44890,In Person,MIS Practicum
KIN,050,03,1,1030,1120,MW,40,40,G Chen,43264,In Person,Tai Chi
BOT,299,01,1,TBA,,TBA,0,10,,40796,In Person,Masters Thesis
INFO,250,02,3,TBA,,TBA,5,35,D Loertscher,44514,Online Only - TBA Mtg Pat,Instr Dsgn Info Prof
ENGL,001AF,20,3,1330,1445,TR,20,22,S Sloan,42861,In Person,FYW: Stretch English I
BIOL,297,43,4,TBA,,TBA,3,15,K Wilkinson,48244,In Person,Grad Research
EDUC,157SL,02,3,1500,1745,W,0,27,L Hatton,49485,In Person,Comm Action & Serv
BUS4,119A,02,3,1330,1445,TR,52,45,R Sridar,44891,In Person,MIS Practicum
CMPE,110,04,3,1800,1850,MW,35,50,J Ghofraniha,49086,In Person,Electronics Comp
DSGD,100,05,3,0800,1050,TR,28,25,Y Han,41900,In Person,Vis Comm & Process
CE,251,01,3,1800,2045,W,19,40,W Wang,47653,In Person,Hydr Open Channels
POLS,100M,02,4,1330,1445,TR,30,30,S Bejar Lopez,49129,In Person,Political Inquiry
BIOL,140,03,3,1630,1745,MW,8,40,J Marlovits,49442,In Person,Human Sexuality
CMPE,135,01,3,1330,1445,TR,23,50,R Mak,47709,In Person,Obj Orient Anl Des
ART,012,02,3,0800,1050,TR,17,24,M Valdez,43422,In Person,2-D Des and Color Concept
BUS2,138,02,3,1030,1145,TR,45,45,K Gehrt,43714,In Person,Mktg Research
CHEM,113B,01,3,1330,1420,W,16,1,C Simocko,40125,In Person,Organic Chem Lab
BIOL,298,04,1,TBA,,TBA,0,15,R French,48254,In Person,MS Proj Culm Exper
WOMS,010,01,3,1030,1145,MW,27,35,S Gerami,45776,In Person,"Women, Gender &Sex"
ENT,180,04,4,TBA,,TBA,0,36,,43944,In Person,Individual Studies
ME,201,01,3,1630,1745,MW,21,35,J Lee,47734,In Person,Project Planning
BIOL,031,02,4,1630,1745,TR,57,120,I Yuwanita,44536,In Person,Biology II
ME,295A,04,3,TBA,,TBA,5,10,S Bashash,44361,In Person,ME Project I
PHYS,105A,01,4,1500,1610,MTR,22,25,N Switz,45664,In Person,Adv Mechanics I
ARED,365,01,1,TBA,,TBA,3,8,B Hughes,43221,In Person,Field Exp Seminar
COMM,021,01,3,1330,1445,MW,26,26,S McGaffey,40966,In Person,Performing Culture and Society
RTVF,133,01,3,1500,1745,W,25,25,N Martinez,42207,In Person,Film/TV Mgmnt
SOCI,180,11,1,TBA,,TBA,1,5,C Garcia,43893,In Person,Indiv Studies
ENVS,126,01,3,1030,1145,TR,0,35,D Williamson,49295,In Person,Environ Ethics & Phil
MUSC,060J,02,1,TBA,,TBA,5,15,S Jones,46849,In Person,StringEns
EDSP,262,03,3,1900,2145,T,20,30,M Mccollum,50060,2 Pat - Mtg Pat & TBA (See Class Note),Spch/Lang Crs-Cult
NUFS,299,22,1,TBA,,TBA,0,10,A Widaman,48805,In Person,Mas Thesis or Proj
ECON,001A,64,4,1630,1745,TR,42,40,D Crooks,46818,In Person,Prin of Econ
ENGR,100W,41,3,1700,1750,TR,22,22,J Leih,42670,In Person,Engr Reports
METR,123,01,3,1530,1645,TR,8,24,T Reddy,44225,In Person,Adv Climatology
CMPE,297,02,3,1800,2045,T,9,30,K Liu,45914,In Person,Autonomous Vehicles
CS,158B,01,3,1330,1445,MW,34,30,B Reed,47423,In Person,Network Management
ENGR,100W,49,3,0930,1110,F,25,22,A Petrosyan,43828,In Person,Engr Reports
HS,169,07,3,1200,1445,F,5,30,K Moreno,49329,In Person,Divrsty/Stress/Hlth
BUS5,187,05,3,0730,0845,TR,52,45,S Francis,48332,In Person,Global Dimensn Bus
BIOL,160,01,4,1030,1145,TR,40,40,S Shaffer,47491,In Person,Ecology
MICR,020,01,5,1630,1810,MW,100,96,P Hawkins,43352,In Person,Gen Bact
PHIL,160,01,3,1030,1145,MW,60,60,J Lindahl,41594,In Person,Phil of Science
HS,167,04,0,1330,1415,T,24,25,J Pham,42084,In Person,Biostatistics
PSYC,120,12,0,1500,1700,W,25,24,G Savage,42446,In Person,Adv Res Meth & Des
SPAN,001A,01,4,1500,1640,MW,25,30,G Morales,42454,In Person,Elem Spanish
SCI,002,10,0,1630,1820,M,18,20,S Lilienthal,41588,In Person,Success in Science
CCS,160,80,3,TBA,,TBA,32,30,R Alvarez,50300,Online Only - TBA Mtg Pat,Gender and Sexuality
JOUR,061,03,3,1030,1145,MW,19,20,H Kazem,46611,In Person,Prnt/Mag and Online Wrtg
PSYC,191,04,3,0900,1015,MW,30,35,C Ma,50136,In Person,Psych of Prejudice
BIOL,297,11,2,TBA,,TBA,1,15,T Abramson,48216,In Person,Grad Research
HS,117,01,3,1800,2045,T,0,40,,49549,In Person,Soc Pol Serv Aging
CHAD,195,01,3,1030,1145,TR,23,25,M Smith,43571,In Person,Sr Sem Child Dev
ECON,001B,02,4,0900,1015,TR,37,35,G Lang,43582,In Person,Prin of Econ
NUFS,219A,01,3,1500,1745,W,10,18,K Mauldin,48767,In Person,Adv Nutr and Metab
HS,145,01,3,1500,1745,R,8,60,R Rinck,47854,In Person,Comm Mental Health
ENGL,001AF,18,3,1630,1745,TR,22,22,Y Yang,42857,In Person,FYW: Stretch English I
ANTH,175,01,3,1200,1315,TR,23,25,C Sunseri,47050,In Person,Anth Native America
HUM,001A,02,6,1200,1315,TR,28,35,J Lindahl,48112,In Person,Hum Honors 1A
BUS4,118W,01,3,1030,1145,MW,39,45,S Dhar,42079,In Person,Web Based Computing
NURS,148A,01,4,TBA,,TBA,6,73,C Mao,41414,In Person,Sen Precept
SOCI,001,80,3,TBA,,TBA,37,40,A Castillo,48145,Online Only - TBA Mtg Pat,Intro to Sociology
COMM,110F,02,4,1200,1315,T,26,25,M Haverfield,49924,2 Pat - Mtg Pat & TBA (See Class Note),Interpersonal Comm
CMPE,220,01,3,1800,2045,W,24,70,H Abuzaina,49099,In Person,System Software
CHE,161L,05,0,0900,1145,F,12,12,A Portillo Rivera,44152,In Person,UG ChE Engr Lab
CS,146,02,3,1200,1315,TR,34,30,K Potika,47470,In Person,Data Struct & Alg
JS,025,99,3,TBA,,TBA,60,65,R Abusaad,45968,Online Only - TBA Mtg Pat,Intro HR & Justice
ART,075,01,3,1800,2050,MW,23,24,K Wu,45154,In Person,Intro Digital Video
BME,256,01,3,1800,2045,R,52,60,F Erogbogbo,47380,In Person,Nanoplatforms
BUS,201,02,1,1800,2200,W,26,45,C Lycurgus,42789,In Person,Bus Communications
CHEM,130C,01,3,0900,1015,MW,47,60,N Wang,41105,In Person,Biochemistry
ENGR,100W,13,3,1330,1420,MW,22,22,B Hsia,41231,In Person,Engr Reports
MATH,019W,09,1,1200,1315,TR,27,28,K Chen,47929,In Person,Precalculus Workshop
BOT,180,02,2,TBA,,TBA,0,10,,40680,In Person,Individual Studies
CHEM,298,04,1,TBA,,TBA,2,5,M Radlauer,45295,In Person,Research
HUM,100W,02,3,1200,1315,TR,24,25,B Walters,48151,In Person,Writing Humanities
EE,112,02,3,1630,1745,MW,44,50,T Nguyen,44122,In Person,Signal Processing
HSPM,148,01,3,1500,1745,T,55,60,A Ocegueda,42644,In Person,Wine Appreciation
ANTH,280,03,3,TBA,,TBA,2,5,A Faas,44301,In Person,Individual Studies
ANI,010,02,3,1500,1750,TR,22,25,I Poslitur,41645,In Person,Light and Optics
EDSE,217A,04,6,TBA,,TBA,0,6,,45321,In Person,Dir Tchng I LH
CHEM,298,11,3,TBA,,TBA,0,2,,46585,In Person,Research
BIOL,160,11,0,1430,1720,R,23,20,M McFarlin,47492,In Person,Ecology
CMPE,102,03,3,1030,1145,MW,49,50,I Cokgor,50526,In Person,Assembly Language Programming
EE,230,01,3,1800,1915,MW,23,35,S Lee,46510,In Person,RFIC II
AVIA,068,11,0,1800,2045,W,25,24,D Neal,46402,In Person,Avionics/Airb Comm
HS,295,01,3,1800,2045,W,13,25,A Carter,50097,In Person,Research Methodology
POLS,015,81,3,TBA,,TBA,44,45,J Brent,46626,Online Only - TBA Mtg Pat,US & CA Government
GERO,111,01,3,1200,1315,MW,1,35,M Jordan,49283,In Person,Medical Ethics
COMM,101C,83,4,TBA,,TBA,25,25,J Morrison,46838,Online Only - TBA Mtg Pat,Junior Seminar
MS,298,31,1,TBA,,TBA,0,25,,42045,In Person,Resrch Mar Sci
COMM,168A,02,6,1030,1315,TR,17,40,Q Tan,47961,In Person,Global Climate Change I
GEOG,299,02,6,TBA,,TBA,0,2,K Richardson,40419,In Person,MA Thesis/Project
ENGL,117A,01,3,0930,1215,F,37,40,F Kirk,46376,In Person,"Am Lit, Film, Cult"
CHE,160B,01,4,1200,1315,MW,55,50,K Kao,43300,In Person,Unit Oper II
SPAN,140A,01,4,1500,1615,TR,11,30,C Samuelson,48990,2 Pat - Mtg Pat & TBA (See Class Note),Spanish Amer Lit
CHAD,160,03,0,0845,1145,TR,6,6,J Foster,40250,In Person,Child Dev Pract
AAS,033A,02,3,1630,1745,MW,40,40,S Choi,43847,In Person,AAS History I
PR,099,01,3,1030,1145,MW,66,70,S Fletcher,47029,In Person,Intro to PR
JS,181,20,3,TBA,,TBA,5,10,J Halushka,44216,In Person,Internship in JS
TA,110,02,0,1530,1715,W,14,25,S Anderson,48789,In Person,Advanced Acting
TA,013,02,3,0900,1015,TR,29,30,S Cummins,48930,In Person,Great Comedies for Theat
URBP,298A,02,3,1930,2200,T,6,10,R Kos,44859,In Person,Planning Report
COMM,020,14,3,1030,1145,T,25,26,K Ward,41891,2 Pat - Mtg Pat & TBA (See Class Note),Public Speaking
EDCO,292,10,3,TBA,,TBA,9,10,A Gutierrez,42930,In Person,Supv Exp Couns
BIOL,186,02,2,TBA,,TBA,0,15,,40621,In Person,Senior Thesis
PSYC,121E,41,0,1315,1615,W,19,22,V Carr,48953,In Person,Psychophysiol Lab
CHEM,113B,02,0,1030,1320,MW,16,1,C Simocko,41023,In Person,Organic Chem Lab
ENGL,001A,27,3,1030,1145,MW,23,23,J Navarro,42407,In Person,First Year Writing
UNVS,015F,03,3,0800,0850,M,27,30,M Zoubeidi,47387,In Person,Stats Statway A
BIOL,118,01,4,0830,0945,MW,52,80,J Castillo Vardaro,47478,In Person,Evolution Genetics
ANI,123,01,3,1500,1750,TR,19,20,C Tang,47311,In Person,Visual Dev I
COMM,190,04,4,TBA,,TBA,2,5,J Morrison,41539,In Person,Act Proj in Speech
TA,017,01,3,0900,1015,MW,20,30,N Carlin,48782,In Person,Int Acting
NUFS,298,24,3,TBA,,TBA,0,10,G Pignotti,42105,In Person,Special Studies
EDSE,234,02,6,TBA,,TBA,0,10,,48923,In Person,Adv FW Spec Ed
BIOL,298M,05,1,TBA,,TBA,0,15,,50223,In Person,MA Culminating Exp
CHE,219,01,3,1800,2045,W,23,35,L Rosenfeld,44256,In Person,Transport Proc
CHEM,001A,24,0,1030,1320,R,26,27,C Cabreros,41631,In Person,General Chem
SCI,002,23,0,1630,1820,R,15,20,S Lilienthal,50516,In Person,Success in Science
BUS2,190,01,3,1500,1615,MW,44,45,M Madadi,43719,In Person,Quant Bus Analysis
JS,101,83,3,TBA,,TBA,24,55,S Kil,49932,Online - TBA With Few Campus Mtg,Critical Issues
PHYS,002B,02,4,1630,1745,TR,46,48,R Parthasarathy,40303,In Person,Fund of Physics
PSYC,117,01,3,0730,0845,MW,42,43,B Oliveira,40695,In Person,Psych Tests & Meas
BIOL,182,10,1,TBA,,TBA,0,15,,40777,In Person,Tutor Asst Biol
POLS,015,05,3,1030,1145,MW,53,45,D Crane,45056,In Person,US & CA Government
EDSE,104,01,3,1900,2145,M,18,30,V Collins,42840,2 Pat - Mtg Pat & TBA (See Class Note),Atypical Dev Young
NURS,128,02,2,1400,1540,R,30,33,M Hampton,41625,In Person,EBP in Nursing
BIOL,280,04,1,TBA,,TBA,0,15,,40625,In Person,Individual Studies
ECON,103,81,0,TBA,,TBA,26,40,S Mukherjee,50695,Online Only - TBA Mtg Pat,Econometrics
NUFS,163,04,3,1200,1315,TR,19,32,I Brown,48754,In Person,Phys Fit + Nutrit
OCTH,298,04,1,TBA,,TBA,0,60,,42686,In Person,Sup Study OT
COMM,149F,02,4,1500,1615,TR,25,25,A Wood,47620,In Person,Rhet Public Life
ENGR,180,03,1,1300,1500,F,0,35,P Hsu,41661,In Person,Indiv Studies
JS,181,04,6,TBA,,TBA,0,2,A De Giorgi,41355,In Person,Internship in JS
PHYS,049,02,3,1500,1615,MW,15,30,E Sigari,41818,In Person,Intro to Physics
MS,274,04,0,TBA,,TBA,1,24,I Aiello,43908,In Person,Adv Top Ocean
SCWK,232,02,5,TBA,,TBA,9,18,B Watkins,48301,In Person,Soc W Pract III
BIOL,298M,03,1,TBA,,TBA,0,15,R French,50221,In Person,MA Culminating Exp
COMM,020,67,3,1200,1315,MW,24,25,K Raiff,47271,In Person,Public Speaking
PHYS,002B,03,4,1500,1615,TR,51,48,M Shao,40765,In Person,Fund of Physics
CHAD,159,01,3,1500,1550,W,35,30,K Cross,43507,In Person,Child Dev K-8 Prac
PSYC,249,01,3,1930,2215,T,10,15,M Hosoda,43426,In Person,I/O Psy Field Work
BUS3,149,01,3,0900,1145,F,38,45,Y No,40999,In Person,Negotn & Cnflct Resoltn
BUS1,173C,01,3,0900,1015,MW,45,45,L Roden,47132,In Person,Entrepreneurial Finance
MUSC,200,01,3,1600,1845,M,18,18,G Haramaki,43328,In Person,Meth Mus Res Writ
BUS3,189,04,3,0730,0845,MW,19,30,S Khavul,44980,2 Pat - Mtg Pat & TBA (See Class Note),Strategic Mgmt
SE,152,01,3,1030,1145,TR,1,30,J Pearce,49425,In Person,Progrmng Paradigms
BUS3,151,01,3,1500,1745,R,45,45,N Long,42808,In Person,Labor Relations
CHAD,070,08,3,1330,1445,TR,29,30,S Branca,48486,In Person,Lifespan Devel
EDSE,285,02,3,1600,1845,W,17,25,A Golloher,50384,2 Pat - Mtg Pat & TBA (See Class Note),Sem on Is Rel Tch Ex Ind
CMPE,297,01,3,1800,2045,M,49,50,A Rayes,44511,In Person,Internet of Things
SOCI,116,02,3,1800,2045,T,36,40,D Brook,47940,In Person,Global Society
BUS,220H,01,3,1330,1730,TR,19,40,J Zhang,40244,In Person,Audit Cncpt/Pract
TA,051B,01,0,0900,1015,T,9,18,D Weber,41423,In Person,Costume Perf Arts
MATE,025,05,3,1330,1445,MW,60,60,E Ishida,49915,In Person,Intro to Materials
CMPE,030,02,0,1745,2035,R,31,30,C Abboud,40493,In Person,Programming Concept & Meth
PHYS,001,02,3,1200,1315,TR,42,45,M Shao,41599,In Person,Elem Phys
EE,120,03,0,1330,1615,R,20,20,A Manoharan,41721,In Person,Microp Sys Design
BUS1,021,08,3,1200,1315,TR,40,45,D Belger,47281,In Person,Managerial Acctg
MATH,032,05,3,1200,1315,TR,41,40,R Low,43349,In Person,Calculus III
NUFS,180,02,2,TBA,,TBA,1,10,J Kubota,40982,In Person,Individual Studies
BOT,160,12,0,1030,1320,F,0,20,L Braga,49565,In Person,Ecology
MATE,251,01,3,1800,2050,W,14,30,D Oh,47113,In Person,Adv Sld St Thermo
CHAD,158,02,0,TBA,,TBA,37,30,M Burns,43506,In Person,Prac Ch/Youth
HSPM,148,02,3,1500,1745,W,54,60,A Ocegueda,42940,In Person,Wine Appreciation
PHYS,002B,01,4,1500,1615,MW,91,90,N Adham,40225,In Person,Fund of Physics
POLS,124,01,3,1330,1445,MW,4,30,T Trumbull,49453,In Person,Intro Env Law
ANTH,025,80,3,TBA,,TBA,34,35,J Anderson,46777,Online Only - TBA Mtg Pat,Human Life Context
BUS4,188,01,3,1200,1315,MW,49,45,N Aggarwal,40830,In Person,Business Systems
BIOL,284,04,1,TBA,,TBA,0,15,,40630,In Person,MA Directed Reading
NUFS,299,16,1,TBA,,TBA,0,10,K Mauldin,42107,In Person,Mas Thesis or Proj
INFO,284,01,3,TBA,,TBA,14,35,P Franks,42325,Online Only - TBA Mtg Pat,Sem Archiv Rec Mgmt
MCOM,063,01,3,0900,1015,MW,20,20,D Nichols,41314,In Person,New Media
AVIA,031,01,3,1030,1215,T,26,20,D Romano,47189,In Person,Aircrft Theor & Dsgn
COMM,100W,01,3,1030,1145,T,25,25,J Lacrampe,41244,2 Pat - Mtg Pat & TBA (See Class Note),Writing Workshop
PHYS,050,14,0,0830,1120,M,18,16,M Kress,41831,In Person,General Physics
PSYC,180,01,1-4,TBA,,TBA,0,0,,40527,In Person,Indiv Studies
BIOL,299,06,1,TBA,,TBA,0,15,,40642,In Person,MA Thesis
BUS4,091A,01,1,1630,1745,M,28,40,M Splane,43894,In Person,Adv Comp Tools Bus
ENGL,001A,32,3,1030,1145,TR,23,23,M Edgerton,42415,In Person,First Year Writing
ANI,131,02,3,1500,1750,MW,24,25,B Moore,47310,In Person,2D Animation II
MUSC,052,01,1,1530,1720,TR,7,30,S Bengochea,41520,In Person,ENS: OperaTheater
BUS5,187,82,3,TBA,,TBA,41,45,Y No,48341,Online - TBA With Few Campus Mtg,Global Dimensn Bus
GEOL,298,26,2,TBA,,TBA,0,5,,42817,In Person,Research
KIN,158,05,0,1200,1350,R,12,20,L Jin,43211,In Person,Biomechanics
MATH,071,10,3,1330,1445,TR,73,70,V Nguyen,47894,In Person,Calc Bus/Aviation
BUS3,080,03,3,1030,1145,MW,105,119,N Clinch,40706,In Person,Legal Environment of Bus
COMM,101C,02,4,1500,1615,TR,26,25,N Yeboah,47540,In Person,Junior Seminar
BUS2,133A,02,3,1200,1315,MW,17,45,S Onkvisit,42478,In Person,Interntl Marketing
OCTH,286,02,0,1030,1145,TR,10,11,K Pickett,40327,In Person,Seminar & Pract IB
CE,150,01,3,1200,1250,MW,61,54,W Wang,42135,In Person,Hydro and Hydrau
ART,026,02,3,1200,1450,TR,14,24,M Taylor,45210,In Person,Drawing II
ENGL,002,06,3,0900,1015,MW,24,25,J Navarro,44752,In Person,Critical Thinking and Writing
AAS,180,21,2,TBA,,TBA,0,3,,43978,In Person,Individual Studies
RECL,015,02,3,1200,1315,MW,2,35,C Doyle,49478,In Person,Human Life Span
HSPM,130,02,3,1200,1315,TR,36,40,J Gao,44058,In Person,Hospitality Event
INFO,287,01,3,TBA,,TBA,20,35,E Valenti,42327,Online Only - TBA Mtg Pat,Sem Inf Sci
ENVS,250,01,3,1500,1745,M,16,12,C Prado,47797,In Person,Environ Thought
ME,120,03,0,1330,1615,M,17,15,A Mysore,40460,In Person,Experimental Meths
NUFS,025,02,2,TBA,,TBA,0,20,J Kubota,44947,In Person,Intern Fdserv Mgmt
ASIA,145,01,4,1030,1145,MW,2,40,K Sasikumar,49463,In Person,Asian Politics
BIOL,297,05,1,TBA,,TBA,0,15,B Carter,46998,In Person,Grad Research
EDCO,004FY,11,0,1800,1950,T,17,25,J Kas-Osoka,49155,2 Pat - Mtg Pat & TBA (See Class Note),Career Exploration
NURS,054,04,2,1400,1700,R,20,22,R Billner-Garcia,41624,In Person,Nursing Skills II
MATH,019,30,5,0900,1025,MWF,37,40,A Jiru,50415,In Person,Precalculus
PHYS,040,11,0,1030,1320,R,20,15,T Madura,42382,In Person,Intro Comp Phys
BIOL,182,22,2,TBA,,TBA,0,15,,48054,In Person,Tutor Asst Biol
SOCI,181,11,1,TBA,,TBA,0,2,,40662,In Person,Service Internship
BIOL,284,21,3,TBA,,TBA,0,15,,48189,In Person,MA Directed Reading
CHEM,298,12,3,TBA,,TBA,1,5,D Brook,46729,In Person,Research
JS,172,01,3,0900,1015,MW,34,30,K Lynch,48416,In Person,Human Trafficking
SCI,157SL,03,3,1500,1745,W,0,27,A Pulos,50228,In Person,Comm Action & Serv
RELS,099,02,3,1330,1445,TR,20,35,T Perreira,48194,In Person,Death Dying & Rels
SOCI,175,01,3,0900,1015,MW,30,35,S de Bourbon,47242,In Person,Soc of Mas & Fem
EDCO,004,02,3,1030,1145,MW,36,35,A Jaffer,40709,In Person,Career Exploration
PHOT,123,01,3,1800,2050,TR,18,18,J Aguilar,40702,In Person,Photo Illustration
CMPE,126,01,3,1500,1550,MW,51,48,F Lin,44422,In Person,Alg & Data Str Des
KIN,272,01,3,1900,2145,M,16,15,M Tsuruike,40365,In Person,Res/Prac Ther Exercise
CHE,158,01,3,1600,1750,W,58,66,A Ramasubramanian,42780,In Person,Kin and React Des
AVIA,042,01,3,1600,1745,M,52,48,D Neal,41013,In Person,Aircraft Systems
ANI,121,02,3,1800,2050,MW,25,25,C Chun,41170,In Person,Illus Fundamntl II
MATH,115,01,3,1330,1445,MW,34,30,M Blockus,41293,In Person,Mod Geom & Trans
ME,140,11,0,1800,2045,R,0,20,D PATEL,49275,In Person,Green Prod Design
ATH,012I,01,1,TBA,,TBA,51,20,B Brennan,40260,In Person,Football-Men
COMM,280,01,1,TBA,,TBA,2,5,M Spangler,41269,In Person,Independent Study
CMPE,126,03,0,1200,1450,W,25,24,F Lin,44424,In Person,Alg & Data Str Des
MATH,019W,61,1,0900,1015,MW,21,28,P Phan,47921,In Person,Precalculus Workshop
PHOT,121,02,3,1500,1750,MW,18,18,Y Williams,45184,In Person,Intro to Studio Light
GEOL,008,03,3,1500,1615,MW,74,96,B Buerer,47124,In Person,Age of Dinosaurs
HS,100W,07,3,1500,1745,T,10,25,N Clinch,47979,In Person,Writing Workshop
BUS1,121A,07,3,1800,2045,W,40,45,B Anderson,47300,In Person,Inter Acctg I
ENVS,194,06,6,0730,0845,T,3,6,C Prado,45382,In Person,Environment Intern
ENVS,210,03,3,1200,1315,MW,13,10,D Mulvaney,44204,In Person,Environ Topics
SCWK,281,02,3,1800,2045,T,26,30,M Conroy,42121,In Person,Soc W in H/MH
FS,160,02,3,1800,2045,R,10,35,R Rodriguez,50348,In Person,Spec Topics FS
TA,005,10,3,1500,1615,TR,26,26,K Normington,43122,In Person,Acting
NUFS,031,02,1,1330,1420,R,37,35,D Singamsetti,43356,In Person,Prof in Nufs and Pkg
HIST,015,80,3,TBA,,TBA,54,48,L Guardino,46742,Online Only - TBA Mtg Pat,Esntl US History
KIN,163,05,3,0900,1015,MW,15,32,A Bloom,49406,In Person,Phys Fit + Nutrit
MATH,143M,01,3,0900,1015,TR,29,25,M Saleem,48601,In Person,Num Analy Sci Comp
HS,111,01,3,1200,1315,MW,7,35,M Jordan,49281,In Person,Medical Ethics
TECH,020A,11,0,1200,1445,R,22,30,S Effati,44246,In Person,Comp Aid Graphics
ENGR,010,14,0,1500,1745,W,23,22,K Youssefi,41849,In Person,Intro to Engr
JS,152,80,3,TBA,,TBA,65,65,S Rivera,45951,Online Only - TBA Mtg Pat,Juv Delinquency
ARED,184Z,01,4,TBA,,TBA,3,5,J Roark,40277,In Person,Stdt Tchg III
RTVF,020,02,0,1100,1245,T,18,18,J Abrams,49002,In Person,Intro Audio FilmTV
CA,180,04,4,TBA,,TBA,0,1,S Riley,42378,In Person,Individual Studies
CHAD,195,81,3,TBA,,TBA,25,25,M Mcvey,43574,Online Only - TBA Mtg Pat,Sr Sem Child Dev
CE,112,01,3,1030,1145,MW,39,55,K McMullin,44043,In Person,Mech of Matls
CE,154,01,3,1800,2045,R,24,30,B Kassab,43189,In Person,Hydraulic Design
MATH,106,01,3,0900,1015,MW,23,28,B Pence,48448,In Person,Intuitive Geometry
MICR,020,11,0,1030,1320,T,18,16,H Gates,42172,In Person,Gen Bact
NUFS,008,03,3,0900,1145,F,24,45,K Knoblaugh,48722,In Person,Nutr Health Prof
NUFS,298,23,2,TBA,,TBA,1,10,G Pignotti,42104,In Person,Special Studies
URBP,200,01,4,1630,1915,R,18,20,R Lee,43311,In Person,Urb Plan Seminar
PADM,210,01,3,1800,2045,T,21,20,F Edwards,45032,In Person,Intro Pub Admin
ART,198,02,3,1200,1445,T,20,20,L Fung,45061,In Person,B.F.A. Seminar
BUS3,189,02,3,1800,2045,R,33,30,S Chou,44907,In Person,Strategic Mgmt
KIN,250,01,3,1600,1845,M,24,22,E Wughalter,40363,In Person,Fund Quant Resrch
ME,182,01,3,1200,1315,TR,51,60,S Zaidi,42184,In Person,Thermal System Design
ENGL,001A,54,3,1200,1315,TR,22,23,O Nassar-Abukhater,43467,In Person,First Year Writing
ME,295A,12,3,TBA,,TBA,3,10,R Yee,47781,In Person,ME Project I
BIOL,031,18,0,1030,1320,R,23,22,A Chen,43666,In Person,Biology II
METR,100W,02,3,1800,2045,T,11,24,E Cordero,50081,In Person,Meteor Reports
MUSC,019,80,3,TBA,,TBA,58,70,T Harris,48278,Online Only - TBA Mtg Pat,Mus Wrld Cultures
PSYC,100W,12,3,0730,0845,MW,27,24,K Jeffery,50479,In Person,Writing Workshop
CS,046A,16,0,1400,1645,F,27,30,K O'Brien,47579,In Person,Intro to Progrmng
POLS,190H,02,1,TBA,,TBA,7,10,S Bejar Lopez,45049,In Person,Honors Thesis
EDSE,231X,01,3,1600,1845,R,11,30,L Simpson,42856,2 Pat - Mtg Pat & TBA (See Class Note),Ed Res: Design Imp
PSYC,110,08,3,0900,1015,TR,35,40,S Del Chiaro,48475,In Person,Adult Psychopathol
NUFS,192,09,4,TBA,,TBA,3,10,F Yambrach,45094,In Person,Fld Exp NufS/Pkg
INFO,232,01,3,TBA,,TBA,27,35,R Barefoot,42308,Online Only - TBA Mtg Pat,Iss Publ Libs
NURS,033,02,2,1700,1840,W,30,30,M Haririfar,43518,In Person,Prof Role Dev I
SOCI,100W,81,3,TBA,,TBA,21,20,R Bryant-Anderson,47868,Online Only - TBA Mtg Pat,Writing Workshop
NURS,583,80,2,TBA,,TBA,13,20,,48931,Online Only - TBA Mtg Pat,Prof Resp HC Systems
MATH,203,02,3,TBA,,TBA,7,10,G Chen,50664,In Person,"Appl Math,Comp&Stat Proj"
